Player,Age,Position,Team,Matches,Minutes,Goals,Assists,xG,xAG,Shots,Shots_on_Target
Devyne Rensch,21,DF,Roma,14,469,0,1,0.3,0.8,3,2
Daniel Requena,20,MF,Villarreal,1,10,0,0,0,0,0,0
Guillaume Restes,19,GK,Toulouse,29,2543,0,1,0,0.1,0,0
Mateo Retegui,25,FW,Atalanta,36,2383,25,8,18.9,4.9,99,32
Elvis Rexhbeçaj,26,MF,Augsburg,27,1785,1,1,1.4,1.1,29,5
Gio Reyna,21,MF,Dortmund,16,350,2,0,0.2,0.2,3,2
Chadi Riad,21,DF,Crystal Palace,1,90,0,0,0,0,0,0
Alexsandro Ribeiro,24,DF,Lille,30,2700,1,1,1.6,0.4,21,4
Samuele Ricci,22,MF,Torino,34,2825,1,1,1.3,0.6,22,7
Declan Rice,25,MF,Arsenal,35,2825,4,7,3.5,6.6,48,14
Chris Richards,24,DF,Crystal Palace,24,1922,1,0,1.4,0.1,12,6
Amir Richardson,22,MF,Fiorentina,26,1024,1,1,0.9,0.6,11,5
Richarlison,27,FW,Tottenham,15,504,4,1,3.7,0.9,17,7
Diego Rico,31,DF,Getafe,33,2819,0,3,0.4,2.7,16,3
Fabian Rieder,22,"MF,FW",Stuttgart,21,867,1,3,1.4,2,20,7
Lasse Rieß,23,GK,Mainz 05,2,180,0,0,0,0,0,0
Luis Rioja,30,FW,Alavés,1,23,0,0,0,0.1,0,0
Luis Rioja,30,"MF,FW",Valencia,36,2831,5,3,3.3,4.5,28,12
Rodrigo Riquelme,24,"MF,DF",Atlético Madrid,16,516,0,1,0.9,0.8,14,4
Alberto Risco,18,"MF,FW",Getafe,5,69,0,0,0.2,0.1,4,1
Mihailo Ristić,28,"DF,MF",Celta Vigo,10,429,0,1,0,0.2,2,0
Lars Ritzka,26,"DF,MF",St. Pauli,21,922,1,0,0.4,0.2,8,1
Gorka Rivera Alonso,19,"DF,MF",Getafe,1,20,0,0,0,0,0,0
Sergi Roberto,32,MF,Como,13,696,0,1,0.7,0.7,6,1
Andrew Robertson,30,DF,Liverpool,33,2482,0,1,1.2,4.6,15,2
Antonee Robinson,26,DF,Fulham,36,3167,0,10,0.7,4.2,16,2
Jay Robinson,17,"MF,FW",Southampton,4,137,0,0,0,0.7,1,1
Marc Roca,27,MF,Betis,14,906,2,2,1.1,1,12,4
Rodri,28,MF,Manchester City,3,73,0,0,0,0,0,0
Rodri,24,FW,Betis,3,118,0,0,0.2,0.1,2,2
Adrian Rodriguez,23,GK,Alavés,2,122,0,0,0,0,0,0
Alejandro Rodriguez,16,MF,Lyon,1,20,0,0,0,0,0,0
Álvaro Rodríguez,20,FW,Getafe,22,852,2,0,1.2,0.3,25,10
Óscar Rodríguez Arnaiz,26,"MF,FW",Leganés,29,1330,1,4,2.1,2.2,33,6
Arturo Rodríguez,17,FW,Las Palmas,1,21,0,0,0,0,0,0
Damián Rodríguez,21,MF,Celta Vigo,17,927,0,0,0.1,0.8,4,0
Dani Rodríguez,36,"MF,FW",Mallorca,37,2162,4,7,2.8,3.1,31,10
Daniel Rodriguez,18,FW,Barcelona,1,37,0,0,0,0,2,0
Guido Rodríguez,30,MF,West Ham,23,1149,0,1,0.2,0.2,8,1
James Rodríguez,33,"MF,FW",Rayo Vallecano,6,140,0,0,0.3,0.2,4,2
Javi Rodríguez,21,DF,Celta Vigo,36,2514,3,2,2.3,1,12,5
Jesus Rodríguez,18,FW,Betis,21,1111,2,0,2.3,0.2,23,8
Kirian Rodríguez,28,MF,Las Palmas,21,1758,0,3,1.6,1.5,21,8
Ricardo Rodríguez,31,DF,Betis,18,1274,0,1,0.2,0.4,5,1
Rodrygo,23,"FW,MF",Real Madrid,30,1928,6,5,4,3,54,20
Mads Roerslev,25,DF,Brentford,19,1101,0,2,0.2,3,5,2
Mads Roerslev,25,DF,Wolfsburg,7,298,0,0,0,0,0,0
Morgan Rogers,22,"FW,MF",Aston Villa,37,3114,8,10,6.6,7.8,55,20
Merlin Röhl,22,"MF,FW",Freiburg,19,965,0,1,0.8,1.7,12,3
Alessio Romagnoli,29,DF,Lazio,32,2672,2,0,2.4,0.3,20,7
Leo Román,24,GK,Mallorca,7,630,0,0,0,0,0,0
Carlos Romero,22,DF,Espanyol,34,2554,2,1,2,2.1,29,6
Cristian Romero,26,DF,Tottenham,18,1416,1,0,1.6,0.6,16,8
Isaac Romero,24,FW,Sevilla,31,2156,4,2,6.8,2.1,53,17
Luka Romero,19,"FW,MF",Alavés,6,199,0,0,0.8,0.2,1,0
Oriol Romeu,32,MF,Girona,25,1356,0,0,0.1,0.3,5,1
Valentin Rongier,29,"MF,DF",Marseille,25,1562,3,1,1,1.1,14,7
Marten de Roon,33,"MF,DF",Atalanta,36,3058,4,4,0.9,2.3,14,4
Vitor Roque,19,FW,Betis,22,1235,4,0,6.1,1.2,41,18
Pablo Rosario,27,"MF,DF",Nice,29,1775,3,1,3.8,0.6,16,7
Lasse Rosenboom,22,DF,Holstein Kiel,26,1734,2,2,1.9,1.1,12,5
Max Rosenfelder,21,DF,Freiburg,25,1249,1,0,0.4,0.7,5,1
Valentin Rosier,27,DF,Leganés,32,2595,1,2,0.9,1.1,14,4
Tom Rothe,19,"DF,MF",Union Berlin,26,1670,3,3,1.8,1.3,23,9
Anthony Rouault,23,DF,Rennes,11,972,0,0,0.5,0,7,3
Anthony Rouault,23,DF,Stuttgart,18,1212,1,0,0.5,0.3,5,1
Jonas Rouhi,20,DF,Juventus,5,210,0,0,0,0,0,0
Jérôme Roussillon,31,"DF,MF",Union Berlin,7,136,0,0,0.1,0,2,0
Nicolò Rovella,22,MF,Lazio,33,2718,0,3,1.5,2.2,28,8
Jon Rowe,21,"FW,MF",Marseille,28,807,3,3,3.5,4.5,36,15
Amir Rrahmani,30,DF,Napoli,38,3406,1,3,2.9,1.1,28,3
Tommaso Rubino,17,MF,Fiorentina,1,8,0,0,0,0,0,0
Antonio Rüdiger,31,DF,Real Madrid,29,2291,0,0,1.7,0.5,24,4
Matteo Ruggeri,22,DF,Atalanta,30,1751,0,3,0.2,2,3,2
Aitor Ruibal,28,"DF,FW",Betis,29,1313,1,3,0.9,2.4,16,4
Abel Ruiz,24,FW,Girona,23,1346,4,0,4.6,0.5,21,7
Ferrán Ruiz,21,MF,Girona,1,18,0,0,0,0,0,0
Fabián Ruiz Peña,28,MF,Paris S-G,30,1923,4,5,4.3,4.7,43,12
Gerónimo Rulli,32,GK,Marseille,34,3060,0,0,0,0.1,0,0
Georginio Rutter,22,"MF,FW",Brighton,28,1656,5,3,4.6,2.5,50,12
Mathew Ryan,32,GK,Lens,14,1260,0,0,0,0,0,0
Julian Ryerson,26,DF,Dortmund,29,2259,2,3,0.7,4.5,18,5
Frederik Rønnow,31,GK,Union Berlin,28,2520,0,0,0.1,0,1,0
José Sá,31,GK,Wolves,29,2609,0,0,0,0.2,0,0
Elias Saad,24,"FW,MF",St. Pauli,18,900,3,2,2.8,0.8,26,8
Youssouf Sabaly,31,DF,Betis,22,1581,0,1,0.2,0.8,5,0
Emmanuel Sabbi,26,"FW,MF",Le Havre,15,653,0,0,1.9,0.6,15,4
Stefano Sabelli,31,DF,Genoa,34,2058,0,2,0.1,1.9,6,1
Marcel Sabitzer,30,MF,Dortmund,26,1616,1,0,1.8,1.6,21,8
Falaye Sacko,29,DF,Montpellier,16,1233,0,1,0,0.2,0,0
Umar Sadiq,27,FW,Valencia,16,825,5,0,3.4,0.7,20,7
Umar Sadiq,27,FW,Real Sociedad,7,227,0,0,0.2,0.2,5,0
Alexis Saelemaekers,25,"DF,FW",Roma,22,1389,7,3,2.5,2.6,25,12
Alexis Saelemaekers,25,"DF,FW",Milan,1,90,0,0,0,0.1,0,0
Jorge Sáenz,27,DF,Leganés,23,1690,1,0,1.3,0.1,8,3
Matvei Safonov,25,GK,Paris S-G,10,879,0,0,0,0,0,0
Modibo Sagnan,25,DF,Montpellier,27,2141,2,0,0.7,0.6,11,3
Richie Sagrado,20,DF,Venezia,3,140,0,0,0.1,0,1,0
Osame Sahraoui,23,"FW,MF",Lille,30,1293,3,3,2.9,3.6,23,8
Wesley Saïd,29,FW,Lens,24,905,3,0,3.2,1,17,7
Théo Sainte-Luce,25,DF,Montpellier,16,1018,1,0,1,0.8,8,4
Bukayo Saka,22,"FW,MF",Arsenal,25,1729,6,10,6.8,7.6,66,22
Faik Sakar,16,MF,RB Leipzig,1,1,0,0,0,0,0,0
Marco Sala,25,DF,Como,8,261,0,0,0,0.1,0,0
Marco Sala,25,DF,Lecce,2,72,0,0,0,0.4,0,0
Ibrahim Salah,22,FW,Brest,12,358,1,1,0.6,0.6,13,4
Mohamed Salah,32,FW,Liverpool,38,3371,29,18,25.2,14.2,121,50
Anass Salah-Eddine,22,DF,Roma,3,152,0,1,0.3,0.1,2,1
Amine Salama,24,FW,Reims,17,373,0,0,0.7,0.3,9,3
Jan Salas,18,"MF,FW",Mallorca,4,43,0,0,0.1,0,2,0
Kike Salas,22,DF,Sevilla,31,2238,3,2,1.9,0.6,23,6
Manolis Saliakas,27,"MF,DF",St. Pauli,30,2314,2,1,1.5,2.6,29,6
William Saliba,23,DF,Arsenal,35,3039,2,0,2.3,0.9,6,2
Mohammed Salisu,25,DF,Monaco,15,1023,1,0,0.8,0.1,8,4
Roland Sallai,27,"FW,MF",Freiburg,2,46,0,0,0.1,0.1,3,1
Yoann Salmier,31,DF,Le Havre,13,797,0,0,0.8,0.2,5,2
Lazar Samardzic,22,MF,Atalanta,31,1169,2,1,2,2.9,33,12
Diadie Samassékou,28,MF,Hoffenheim,8,290,0,0,0.1,0,3,1
Mama Samba Baldé,28,FW,Lyon,2,33,0,0,0.1,0,1,0
Mama Samba Baldé,28,FW,Brest,27,1149,2,3,3,2.1,29,8
Brice Samba,30,GK,Rennes,17,1529,0,0,0,0,0,0
Brice Samba,30,GK,Lens,15,1350,0,0,0,0,0,0
Albert Sambi Lokonga,24,MF,Sevilla,22,1471,0,2,0.9,1,13,5
Junior Sambia,27,"DF,FW",Empoli,17,387,0,0,0.4,0.3,10,1
Chuky san jose,20,MF,Valladolid,18,728,2,0,2.2,1.2,16,7
Antonio Sanabria,28,FW,Torino,26,1318,2,1,2.9,0.5,18,4
Oihan Sancet,24,MF,Athletic Club,29,1620,15,1,9.7,1.9,47,17
Alexis Sánchez,35,FW,Udinese,13,437,0,0,0.8,0.2,7,0
Antonio Sánchez,27,"MF,DF",Mallorca,33,1395,0,0,1.1,0.6,17,2
Iván Sánchez,31,"MF,FW",Valladolid,32,1404,2,1,0.7,2.9,15,5
Javi Sánchez,27,DF,Valladolid,25,2026,2,0,0.5,0.3,11,5
Juanlu Sánchez,20,"MF,DF",Sevilla,32,1722,4,4,2.1,2.8,13,6
Manu Sánchez,23,DF,Alavés,33,2634,1,0,1.7,1.2,12,2
Robert Sánchez,26,GK,Chelsea,32,2880,0,0,0,0.1,0,0
Jadon Sancho,24,FW,Chelsea,31,1764,3,4,2.2,3.7,24,8
Philipp Sander,26,MF,Gladbach,27,1400,1,0,1.2,0.6,18,7
James Sands,24,"MF,DF",St. Pauli,7,453,0,0,0.1,0,1,0
Leroy Sané,28,FW,Bayern Munich,30,1637,11,5,10.2,5.5,67,29
Arouna Sangante,22,DF,Le Havre,16,1244,3,0,1,0.1,7,4
Ibrahim Sangaré,26,MF,Nott'ham Forest,13,590,0,1,0,0.4,1,1
Nhoa Sangui,18,"DF,MF",Reims,26,1158,0,2,0.1,0.5,3,0
Maroan Sannadi,23,FW,Athletic Club,16,754,1,1,3.5,0.6,19,7
Kaishu Sano,23,MF,Mainz 05,34,3043,0,0,0.9,1.2,20,2
Morgan Sanson,29,MF,Nice,6,235,3,0,1.5,0.1,9,4
Nicola Sansone,32,"MF,FW",Lecce,5,65,0,0,0.2,0,3,1
Baptiste Santamaria,29,MF,Nice,13,927,0,0,0.9,1,16,3
Baptiste Santamaria,29,MF,Rennes,10,482,0,1,0.1,0.3,4,1
Jesús Santiago,20,MF,Getafe,19,372,0,0,0,0,1,0
Andrey Santos,20,MF,Strasbourg,32,2855,10,3,5.1,3.3,46,16
Kauã Santos,21,GK,Eint Frankfurt,9,765,0,0,0,0,0,0
Tiago Santos,22,DF,Lille,7,404,0,0,0.4,0.6,8,4
Pablo Sarabia,32,"MF,FW",Wolves,23,814,3,2,2.9,1.8,17,8
Jeremy Sarmiento,22,MF,Brighton,1,9,0,0,0,0,0,0
Amin Sarr,23,FW,Hellas Verona,32,1907,4,1,3.2,2.1,23,7
Ismaila Sarr,26,MF,Crystal Palace,38,2711,8,6,10.7,8.5,59,29
Malang Sarr,25,DF,Lens,21,1385,0,0,0.3,0.3,6,1
Mamadou Sarr,18,DF,Strasbourg,27,2365,0,1,0.8,0.3,5,0
Martin Satriano,23,"FW,DF",Lens,7,88,0,0,0.4,0.1,5,0
Razvan Sava,22,GK,Udinese,12,1080,0,0,0,0,0,0
Téji Savanier,32,MF,Montpellier,31,2363,2,5,3.8,6.9,45,14
Sávio,20,"FW,MF",Manchester City,29,1766,1,8,5,6.9,55,21
Nicolò Savona,21,DF,Juventus,28,1724,2,1,0.5,1.2,6,4
Saba Sazonov,22,DF,Torino,1,3,0,0,0,0,0,0
Joe Scally,21,DF,Gladbach,32,2578,0,0,0.4,1.1,6,1
Giorgio Scalvini,20,DF,Atalanta,6,272,0,0,0.1,0,4,0
Gianluca Scamacca,25,FW,Atalanta,1,6,0,0,0.1,0,1,1
Oliver Scarles,18,"DF,FW",West Ham,15,665,0,0,0.1,0.1,3,0
Dane Scarlett,20,"FW,MF",Tottenham,3,34,0,1,0,0,1,1
Kevin Schade,22,FW,Brentford,38,2293,11,2,8.2,3.7,55,27
András Schäfer,25,MF,Union Berlin,26,1534,1,1,0.6,0.9,12,1
Fabian Schär,32,DF,Newcastle Utd,34,2934,4,0,3.7,0.4,40,11
Patrik Schick,28,FW,Leverkusen,31,1684,21,0,12.7,0.6,68,32
Stefan Schimmer,30,"FW,MF",Heidenheim,13,247,0,0,1.1,0.3,10,2
Joël Schingtienne,21,DF,Venezia,16,1122,0,0,0,0.1,0,0
Xaver Schlager,26,MF,RB Leipzig,4,181,0,0,0.1,0.7,1,0
Keven Schlotterbeck,27,DF,Augsburg,18,1297,3,1,0.8,0.6,12,4
Nico Schlotterbeck,24,DF,Dortmund,23,1982,0,4,1.3,2.1,17,4
Jeffrey Schlupp,31,"MF,DF",Crystal Palace,12,103,0,0,0.2,0.2,4,2
Romano Schmid,24,MF,Werder Bremen,32,2834,5,4,4.3,6.2,47,13
Niklas Schmidt,26,MF,Toulouse,9,205,0,1,0.1,0.7,3,1
Jan Schöppner,25,MF,Heidenheim,33,2681,4,3,3.9,3.4,41,13
Marvin Schulz,29,"MF,DF",Holstein Kiel,12,306,0,0,0,0.7,3,1
Alexander Schwolow,32,GK,Union Berlin,6,540,0,0,0,0,0,0
Léo Scienza,25,"FW,MF",Heidenheim,25,1153,3,3,2,3.7,38,15
Alex Scott,20,MF,Bournemouth,20,755,0,0,0.7,0.9,15,6
Simone Scuffet,28,GK,Cagliari,13,1170,0,0,0,0,0,0
Simone Scuffet,28,GK,Napoli,1,90,0,0,0,0,0,0
Jérémy Sebas,21,"FW,MF",Strasbourg,13,190,0,0,0.7,0,6,2
Aleksandar Sedlar,32,DF,Alavés,9,594,0,0,0,0,1,0
Jacopo Seghetti,19,GK,Empoli,1,90,0,0,0,0,0,0
Alidu Seidu,24,DF,Rennes,11,803,0,0,0.1,0.3,3,0
Nicolas Seiwald,23,"MF,DF",RB Leipzig,30,2084,0,0,0.2,1.7,5,0
Hiroki Sekine,21,DF,Reims,15,887,0,0,0.1,0.2,5,0
Matz Sels,32,GK,Nott'ham Forest,38,3420,0,0,0,0.4,0,0
Nélson Semedo,30,DF,Wolves,34,2886,0,4,0.9,2.8,18,7
Antoine Semenyo,24,FW,Bournemouth,37,3203,11,5,10,5.8,125,40
Marvin Senaya,23,DF,Strasbourg,10,227,0,0,0,0.1,1,0
Marcos Senesi,27,DF,Bournemouth,17,1106,0,0,0.8,0.2,3,0
Stefano Sensi,28,MF,Monza,12,274,1,0,0.9,0.2,6,1
Suat Serdar,27,MF,Hellas Verona,22,1376,2,1,1.9,1,30,8
Sergi,32,DF,Leganés,36,2957,2,0,1.5,0.4,13,5
Nicolás Serrano,21,FW,Athletic Club,4,112,0,0,0.2,0,5,1
Benjamin Šeško,21,"FW,MF",RB Leipzig,33,2380,13,5,10,2.1,66,29
Ryan Sessegnon,24,"FW,DF",Fulham,16,580,4,2,1.6,1.1,14,8
Stephan El Shaarawy,31,"DF,MF",Roma,31,1098,3,4,2.7,1.2,28,12
Luke Shaw,29,DF,Manchester Utd,7,349,0,0,0,0.7,1,0
Alen Sherri,26,GK,Cagliari,7,621,0,0,0,0,0,0
Eldor Shomurodov,29,"FW,MF",Roma,27,1097,4,4,4.7,1.3,29,13
Djibril Sidibé,32,DF,Toulouse,28,2101,0,3,0.4,2.9,5,1
Armindo Sieb,21,"FW,MF",Mainz 05,27,762,2,2,2.8,1.1,29,7
Benjamin Siegrist,32,GK,Genoa,2,152,0,0,0,0,0,0
Vincent Sierro,28,MF,Toulouse,29,2402,5,1,4.2,3.6,30,7
Tim Siersleben,24,DF,Heidenheim,16,1182,0,0,0.6,0.5,4,2
Zain Silcott-Duberry,19,FW,Bournemouth,1,1,0,0,0,0,0,0
Kiliann Sildillia,22,DF,Freiburg,21,801,2,0,0.5,0.7,7,2
André Silva,28,FW,Werder Bremen,7,375,1,0,2.6,0.4,12,5
André Silva,28,"FW,MF",RB Leipzig,8,132,1,2,1.3,0.6,7,2
Bernardo Silva,29,"MF,FW",Manchester City,33,2670,4,4,3.9,5.1,32,11
Caio Henrique Oliveira Silva,27,DF,Monaco,27,1929,0,6,0.2,5,4,1
Fábio Silva,22,FW,Las Palmas,24,1866,10,3,8.8,2,46,20
Jota Silva,24,"FW,MF",Nott'ham Forest,31,854,3,1,2.1,2.9,23,7
Eric da Silva Moreira,18,"MF,DF",Nott'ham Forest,2,30,0,0,0,0,0,0
Rui Silva,30,GK,Betis,15,1350,0,0,0,0.1,0,0
Marco Silvestri,33,GK,Empoli,5,450,0,0,0,0,0,0
Abdallah Sima,23,"FW,MF",Brest,27,1238,7,2,5.9,1,37,18
Mohamed Simakan,24,DF,RB Leipzig,1,54,0,0,0,0.3,0,0
Giovanni Simeone,29,FW,Napoli,30,419,1,1,2.6,0.8,13,3
Giuliano Simeone,21,MF,Atlético Madrid,33,1926,2,6,2.2,5.2,22,7
Moses Simon,29,"FW,MF",Nantes,32,2609,8,10,5.8,6.7,40,13
Unai Simón,27,GK,Athletic Club,21,1890,0,0,0,0,0,0
Xavi Simons,21,MF,RB Leipzig,25,2150,10,6,5.1,6.3,50,23
Jahmai Simpson-Pusey,18,DF,Manchester City,2,96,0,0,0,0,0,0
Danel Sinani,27,"FW,MF",St. Pauli,26,1250,2,2,1.7,3,35,12
Lassine Sinayoko,24,"FW,MF",Auxerre,34,2299,5,8,6.5,5.5,60,16
Wilfried Singo,23,DF,Monaco,27,2096,1,2,1.9,1.5,17,5
Luis Sinisterra,25,"FW,MF",Bournemouth,12,236,1,1,1.2,1.4,13,6
Daley Sinkgraven,29,DF,Las Palmas,2,91,0,0,0,0,0,0
Tobias Sippel,36,GK,Gladbach,1,59,0,0,0,0,0,0
Jailson Siqueira,28,"DF,MF",Celta Vigo,13,614,0,0,0.1,0,4,2
Ayanda Sishuba,19,FW,Rennes,1,3,0,0,0,0,0,0
Ibrahim Sissoko,28,FW,Saint-Étienne,20,819,3,1,4.3,0.6,21,4
Ibrahima Sissoko,26,MF,Bochum,32,2610,2,1,1.7,1.6,25,8
Niama Sissoko,18,"FW,MF",Reims,4,47,0,0,0.3,0,3,0
Antonio Sivera,27,GK,Alavés,32,2810,0,0,0,0.1,0,0
Tim Skarke,27,"FW,MF",Union Berlin,33,1164,0,2,2.1,1.2,20,9
Ellyes Skhiri,29,MF,Eint Frankfurt,30,2231,1,2,1.4,1.4,13,2
Oliver Skipp,23,MF,Leicester City,24,1129,0,0,0.4,0.3,5,1
Leo Skiri Østigård,24,DF,Rennes,16,1227,1,0,0.7,0.2,6,2
Leo Skiri Østigård,24,DF,Hoffenheim,11,927,0,0,0.3,0.1,5,0
Łukasz Skorupski,33,GK,Bologna,27,2364,0,0,0,0,0,0
Andreas Skov Olsen,24,"FW,MF",Wolfsburg,12,535,1,1,0.8,1.9,7,1
Robert Skov,28,"DF,MF",Union Berlin,15,852,2,2,1.7,2.4,16,5
Milan Škriniar,29,DF,Paris S-G,5,382,0,0,0.2,0.1,3,0
Steven Skrzybski,31,"MF,FW",Holstein Kiel,24,1323,6,3,3.5,2.9,32,12
Naatan Skyttä,22,FW,Toulouse,1,5,0,0,0,0,0,0
William Smallbone,24,MF,Southampton,18,690,1,0,0.6,0.7,7,1
Adam Smith,33,DF,Bournemouth,25,1590,0,0,0.7,0.4,3,0
Eric Smith,27,"DF,MF",St. Pauli,32,2827,1,1,1.4,1.5,24,9
Justin Smith,21,MF,Espanyol,5,209,0,0,0,0,0,0
Emile Smith Rowe,24,MF,Fulham,34,2043,6,3,4.5,1.4,37,11
Ivan Smolčić,23,DF,Como,9,630,0,0,0.4,0.1,7,3
Eduard Sobol,29,DF,Strasbourg,10,95,0,0,0,0,0,0
Simon Sohm,23,MF,Parma,37,2989,4,0,3.1,2.1,34,13
Alex Sola,25,"MF,FW",Getafe,19,1029,0,1,1,0.7,15,2
Arnau Solà,21,MF,Villarreal,1,13,0,0,0,0,0,0
Dominic Solanke,26,FW,Tottenham,27,2201,9,3,10.9,2.9,59,24
Ola Solbakken,25,"MF,FW",Empoli,21,760,0,0,0.8,0.4,4,3
Carlos Soler,27,"MF,FW",West Ham,31,1409,1,1,1.8,1.4,25,8
Julio Soler,19,"DF,FW",Bournemouth,3,11,0,0,0,0,0,0
Oumar Solet,24,DF,Udinese,19,1672,1,2,0.8,1.2,12,7
Jhon Solis,19,MF,Girona,19,535,1,0,0.7,0.1,4,1
Daniele Sommariva,27,GK,Genoa,1,28,0,0,0,0,0,0
Yann Sommer,35,GK,Inter,32,2880,0,0,0,0,0,0
David Soria,31,GK,Getafe,38,3420,0,0,0,0,0,0
Juan Soriano,26,GK,Leganés,6,540,0,0,0,0,0,0
Borna Sosa,26,DF,Torino,19,1181,0,0,0.3,0.7,4,1
Ramón Sosa,24,"FW,MF",Nott'ham Forest,19,295,1,0,1,0.5,11,5
Hugo Sotelo,20,MF,Celta Vigo,24,1254,0,0,0.2,1.7,4,0
Florian Sotoca,33,"FW,MF",Lens,31,1794,1,1,4.6,1.5,47,18
Riccardo Sottil,25,"FW,MF",Fiorentina,18,833,1,1,0.9,0.9,22,6
Riccardo Sottil,25,"FW,MF",Milan,6,123,0,0,0.2,0.3,2,0
Tomáš Souček,29,MF,West Ham,35,2567,9,1,6.7,1,55,17
Matìas Soulé,21,"MF,DF",Roma,27,1781,5,5,3,5.2,42,13
Boubakary Soumaré,25,MF,Leicester City,31,2171,0,0,0.3,0.4,7,0
Issa Soumaré,23,"FW,MF",Le Havre,29,1902,5,4,3.8,3.1,43,19
Djibril Sow,27,MF,Sevilla,30,2062,2,1,2.4,1.6,22,6
Saidou Sow,22,DF,Strasbourg,12,1018,0,1,0.3,0.2,4,1
Saidou Sow,22,DF,Nantes,9,799,1,0,0.6,0.4,5,2
Djed Spence,23,DF,Tottenham,25,1792,1,2,0.6,1.8,10,3
Leonardo Spinazzola,31,"DF,FW",Napoli,27,1517,1,1,0.8,3.5,12,4
Marco Sportiello,32,GK,Milan,2,126,0,0,0,0,0,0
Anton Stach,25,"MF,DF",Hoffenheim,30,2585,1,2,2,2.2,35,10
Jens Stage,27,MF,Werder Bremen,28,2204,10,5,7.2,2.8,44,15
Josip Stanišić,24,DF,Bayern Munich,14,876,0,2,0.3,1.5,2,0
Filip Stankovic,22,GK,Venezia,16,1367,0,0,0,0,0,0
Jay Stansfield,21,MF,Fulham,1,1,0,0,0,0,0,0
Carl Starfelt,29,DF,Celta Vigo,28,2270,1,0,0.5,0.2,5,1
Niklas Stark,29,DF,Werder Bremen,26,2106,0,1,1.1,0.1,12,3
Lucas Stassin,19,FW,Saint-Étienne,28,1887,12,4,7,3.4,44,23
Jason Steele,33,GK,Brighton,2,180,0,0,0,0,0,0
Orri Steinn Óskarsson,19,FW,Real Sociedad,23,944,3,0,5.2,0.2,19,7
Pascal Stenzel,28,DF,Stuttgart,10,290,0,0,0.3,0.6,8,2
Jack Stephens,30,DF,Southampton,19,1389,1,0,0.6,0.2,4,2
Leonidas Stergiou,22,DF,Stuttgart,12,852,1,2,1.1,0.9,3,1
Raheem Sterling,29,"FW,MF",Arsenal,17,499,0,2,1.4,0.5,11,0
Enzo Sternal,17,"FW,MF",Marseille,2,24,0,0,0,0,0,0
Finley Stevens,21,DF,St. Pauli,1,1,0,0,0,0,0,0
Ross Stewart,28,FW,Southampton,12,389,1,0,1.1,0,9,2
Angelo Stiller,23,MF,Stuttgart,32,2741,1,8,1.8,7.2,21,4
Kevin Stöger,30,MF,Gladbach,31,1551,3,3,3.9,5.3,24,9
Stoichkov,30,"MF,FW",Alavés,16,699,0,1,1.1,1.2,18,3
Petar Stojanović,28,MF,Empoli,1,3,0,0,0,0,0,0
Jakub Stolarczyk,23,GK,Leicester City,10,900,0,0,0,0,0,0
John Stones,30,"DF,MF",Manchester City,11,548,2,0,0.4,0.1,2,2
Jørgen Strand Larsen,24,FW,Wolves,35,2587,14,4,10.3,3,54,33
Gabriel Strefezza,27,"FW,MF",Como,37,2619,6,4,3.7,3.9,58,21
Cristhian Stuani,37,FW,Girona,32,1078,11,2,8.1,0.6,31,16
Álex Suárez,31,DF,Las Palmas,30,2460,0,0,0.5,0.1,6,3
Denis Suárez,30,MF,Villarreal,21,608,1,1,0.9,1.5,10,3
Gabriel Suazo,26,DF,Toulouse,30,2163,0,6,0.8,3.8,7,4
Luka Sučić,21,MF,Real Sociedad,29,1792,1,1,3.3,2.6,43,11
Yukinari Sugawara,24,"DF,MF",Southampton,30,1557,1,1,0.5,2.2,14,5
Niklas Süle,28,DF,Dortmund,15,1053,0,0,0.6,0.1,9,2
Ibrahim Sulemana,21,MF,Atalanta,9,283,2,0,0.6,0,5,2
Kamaldeen Sulemana,22,"FW,MF",Southampton,26,1402,1,1,1.5,1,29,8
Crysencio Summerville,22,"FW,MF",West Ham,19,786,1,1,1.6,1.7,14,4
Tomáš Suslov,22,"MF,FW",Hellas Verona,31,2080,0,1,1.6,1.9,32,7
Suso,30,"FW,MF",Sevilla,16,606,0,2,0.7,1.6,16,4
Zion Suzuki,21,GK,Parma,37,3314,0,0,0,0,0,0
Mattias Svanberg,25,MF,Wolfsburg,20,1219,3,1,3.6,1.7,21,7
Daniel Svensson,22,"DF,FW",Dortmund,12,781,1,3,0.8,1.2,6,2
Marin Šverko,26,DF,Venezia,16,1117,1,0,0.3,0.3,3,1
Mile Svilar,24,GK,Roma,38,3420,0,0,0,0,1,0
Michael Svoboda,25,DF,Venezia,16,1314,1,0,0.2,0.6,4,4
Williot Swedberg,20,"FW,MF",Celta Vigo,32,1348,4,5,5.2,2.6,32,15
Abakar Sylla,21,DF,Strasbourg,21,950,1,0,0.4,0.1,5,1
Issiaga Sylla,30,DF,Montpellier,19,1156,1,0,1.8,0.6,11,2
Mamadou Sylla,30,"FW,MF",Valladolid,29,1583,5,1,5.1,1.7,18,3
Wojciech Szczęsny,34,GK,Barcelona,15,1350,0,0,0,0,0,0
Sammie Szmodics,28,"FW,MF",Ipswich Town,20,992,4,0,3.4,0.2,21,12
Dominik Szoboszlai,23,MF,Liverpool,36,2491,6,6,7.3,7.4,67,22
